similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.4233	5.8824e-9	174	CD81	CGS001-975	96 h	LINCSKD_18326	HT29	LINCSCP_123109
0.3703	4.9135e-7	174	IL6R	CGS001-3570	96 h	LINCSKD_9601	HA1E	LINCSCP_123109
0.3632	8.4298e-7	174	IL2RA	CGS001-3559	96 h	LINCSKD_23168	MCF7	LINCSCP_123109
0.3535	1.7091e-6	174	TNF	CGS001-7124	96 h	LINCSKD_28936	PC3	LINCSCP_123109
0.3412	4.0825e-6	174	CD44	CGS001-960	120 h	LINCSKD_30381	VCAP	LINCSCP_123109
0.3297	8.8818e-6	174	CD19	CGS001-930	96 h	LINCSKD_18318	HT29	LINCSCP_123109
0.3268	0	174	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_123109
0.3066	0	174	CTLA4	CGS001-1493	144 h	LINCSKD_35785	PC3	LINCSCP_123109
0.3017	1e-4	174	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_123109
0.2943	1e-4	174	IL6	CGS001-3569	96 h	LINCSKD_5165	A549	LINCSCP_123109
0.2904	1e-4	174	AGTR1	CGS001-185	96 h	LINCSKD_17947	HT29	LINCSCP_123109
-0.2838	1e-4	174	CD19	CGS001-930	96 h	LINCSKD_4151	A549	LINCSCP_123109
0.2816	2e-4	174	ARG1	CGS001-383	96 h	LINCSKD_7324	ASC	LINCSCP_123109
