similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
-0.5715	1.3472e-34	383	CTLA4	CGS001-1493	120 h	LINCSKD_30568	VCAP	LINCSCP_273245
0.5621	2.8002e-33	383	TLR9	CGS001-54106	96 h	LINCSKD_11280	HA1E	LINCSCP_273245
0.5409	1.7508e-30	383	IL6R	CGS001-3570	96 h	LINCSKD_27674	PC3	LINCSCP_273245
-0.5366	5.9956e-30	383	TNF	CGS001-7124	96 h	LINCSKD_24319	MCF7	LINCSCP_273245
0.5248	1.7161e-28	383	CD83	CGS001-9308	96 h	LINCSKD_14984	HEPG2	LINCSCP_273245
-0.5101	9.1794e-27	383	IL6	CGS001-3569	96 h	LINCSKD_9600	HA1E	LINCSCP_273245
-0.5031	5.8421e-26	383	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_273245
0.4988	1.736e-25	383	ARG1	CGS001-383	96 h	LINCSKD_11845	HCC515	LINCSCP_273245
0.4975	2.4341e-25	383	TLR9	CGS001-54106	96 h	LINCSKD_6834	A549	LINCSCP_273245
0.4967	2.9525e-25	383	AGT	CGS001-183	96 h	LINCSKD_11783	HCC515	LINCSCP_273245
0.4927	8.1123e-25	383	TLR9	CGS001-54106	96 h	LINCSKD_24311	MCF7	LINCSCP_273245
-0.4812	1.3714e-23	383	CD44	CGS001-960	96 h	LINCSKD_24747	NPC	LINCSCP_273245
-0.4777	3.1723e-23	383	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_273245
-0.4759	4.793e-23	383	CD81	CGS001-975	96 h	LINCSKD_18326	HT29	LINCSCP_273245
0.4756	5.1384e-23	383	CD83	CGS001-9308	96 h	LINCSKD_8567	HA1E	LINCSCP_273245
0.472	1.2076e-22	383	ARG1	CGS001-383	96 h	LINCSKD_8268	HA1E	LINCSCP_273245
0.4713	1.437e-22	383	CD40	CGS001-958	96 h	LINCSKD_14212	HEKTE	LINCSCP_273245
0.4679	3.1453e-22	383	TLR7	CGS001-51284	96 h	LINCSKD_6832	A549	LINCSCP_273245
0.4678	3.1858e-22	383	TLR7	CGS001-51284	96 h	LINCSKD_17468	HEPG2	LINCSCP_273245
-0.4575	3.2612e-21	383	IL6R	CGS001-3570	96 h	LINCSKD_9601	HA1E	LINCSCP_273245
0.4486	2.3348e-20	383	TLR9	CGS001-54106	96 h	LINCSKD_17470	HEPG2	LINCSCP_273245
-0.4455	4.5445e-20	383	CD44	CGS001-960	120 h	LINCSKD_30381	VCAP	LINCSCP_273245
