similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.7071	2.3682e-44	284	AGTR1	CGS001-185	96 h	LINCSKD_11784	HCC515	LINCSCP_47275
0.6632	2.327e-37	284	CTLA4	CGS001-1493	120 h	LINCSKD_30568	VCAP	LINCSCP_47275
0.6614	4.1743e-37	284	CD81	CGS001-975	96 h	LINCSKD_18326	HT29	LINCSCP_47275
0.6553	3.1874e-36	284	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_47275
0.6484	2.8794e-35	284	TNF	CGS001-7124	96 h	LINCSKD_24319	MCF7	LINCSCP_47275
0.6454	7.3501e-35	284	IL6	CGS001-3569	96 h	LINCSKD_9600	HA1E	LINCSCP_47275
0.6322	4.1755e-33	284	ARG1	CGS001-383	96 h	LINCSKD_7324	ASC	LINCSCP_47275
0.6205	1.3051e-31	284	CTLA4	CGS001-1493	96 h	LINCSKD_18501	HT29	LINCSCP_47275
0.6116	1.59e-30	284	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_47275
0.5987	5.2711e-29	284	CD44	CGS001-960	120 h	LINCSKD_30381	VCAP	LINCSCP_47275
0.5922	2.8379e-28	284	CTLA4	CGS001-1493	96 h	LINCSKD_4348	A549	LINCSCP_47275
0.5862	1.3226e-27	284	CD46	CGS001-4179	96 h	LINCSKD_4156	A549	LINCSCP_47275
0.5753	2.0194e-26	284	CTLA4	CGS001-1493	96 h	LINCSKD_27056	PC3	LINCSCP_47275
-0.5531	3.6816e-24	284	CD83	CGS001-9308	96 h	LINCSKD_497	A375	LINCSCP_47275
0.5333	2.8247e-22	284	CD19	CGS001-930	96 h	LINCSKD_8558	HA1E	LINCSCP_47275
