similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.5239	2.3179e-14	184	CD44	CGS001-960	120 h	LINCSKD_30381	VCAP	LINCSCP_256984
0.4819	4.3123e-12	184	CTLA4	CGS001-1493	120 h	LINCSKD_30568	VCAP	LINCSCP_256984
0.4714	1.4354e-11	184	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_256984
0.4709	1.5271e-11	184	IL6	CGS001-3569	96 h	LINCSKD_9600	HA1E	LINCSCP_256984
0.4575	6.6087e-11	184	TNF	CGS001-7124	120 h	LINCSKD_32982	VCAP	LINCSCP_256984
0.4546	9.0074e-11	184	IL2	CGS001-3558	96 h	LINCSKD_15917	HEPG2	LINCSCP_256984
0.4465	2.1198e-10	184	IL6R	CGS001-3570	96 h	LINCSKD_5166	A549	LINCSCP_256984
-0.4455	2.3337e-10	184	CD83	CGS001-9308	96 h	LINCSKD_497	A375	LINCSCP_256984
0.4417	3.4674e-10	184	CTLA4	CGS001-1493	96 h	LINCSKD_4348	A549	LINCSCP_256984
-0.4411	3.6921e-10	184	IL2RB	CGS001-3560	96 h	LINCSKD_27670	PC3	LINCSCP_256984
0.4361	6.0747e-10	184	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_256984
0.4331	8.2329e-10	184	CD46	CGS001-4179	96 h	LINCSKD_490	A375	LINCSCP_256984
0.4326	8.6605e-10	184	CD81	CGS001-975	96 h	LINCSKD_496	A375	LINCSCP_256984
0.4314	9.6982e-10	184	ARG1	CGS001-383	96 h	LINCSKD_7324	ASC	LINCSCP_256984
0.4236	2.0805e-9	184	IL6R	CGS001-3570	96 h	LINCSKD_9601	HA1E	LINCSCP_256984
-0.4214	2.5618e-9	184	CD40	CGS001-958	96 h	LINCSKD_14212	HEKTE	LINCSCP_256984
0.4199	2.9724e-9	184	CD81	CGS001-975	96 h	LINCSKD_18326	HT29	LINCSCP_256984
0.4104	7.2157e-9	184	TNF	CGS001-7124	96 h	LINCSKD_24319	MCF7	LINCSCP_256984
0.4054	1.1381e-8	184	CD46	CGS001-4179	96 h	LINCSKD_4156	A549	LINCSCP_256984
0.3934	3.3061e-8	184	ARG1	CGS001-383	120 h	LINCSKD_30117	VCAP	LINCSCP_256984
0.3922	3.6688e-8	184	CTLA4	CGS001-1493	96 h	LINCSKD_18501	HT29	LINCSCP_256984
0.3922	3.6796e-8	184	CD81	CGS001-975	96 h	LINCSKD_4160	A549	LINCSCP_256984
