similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.4889	3.5981e-13	196	CD46	CGS001-4179	96 h	LINCSKD_12029	HCC515	LINCSCP_250979
0.383	3.0175e-8	196	CD44	CGS001-960	96 h	LINCSKD_4155	A549	LINCSCP_250979
0.3479	5.837e-7	196	IL1B	CGS001-3553	96 h	LINCSKD_15912	HEPG2	LINCSCP_250979
0.3194	5.0243e-6	196	AGTR1	CGS001-185	96 h	LINCSKD_22228	MCF7	LINCSCP_250979
0.3073	0	196	IL6	CGS001-3569	96 h	LINCSKD_5165	A549	LINCSCP_250979
0.3052	0	196	CD19	CGS001-930	96 h	LINCSKD_12026	HCC515	LINCSCP_250979
0.2889	0	196	TNF	CGS001-7124	96 h	LINCSKD_24319	MCF7	LINCSCP_250979
0.2812	1e-4	196	CD46	CGS001-4179	96 h	LINCSKD_26918	PC3	LINCSCP_250979
0.2765	1e-4	196	CD46	CGS001-4179	96 h	LINCSKD_4156	A549	LINCSCP_250979
0.2709	1e-4	196	CD83	CGS001-9308	120 h	LINCSKD_30387	VCAP	LINCSCP_250979
0.2665	2e-4	196	CD44	CGS001-960	120 h	LINCSKD_30381	VCAP	LINCSCP_250979
0.2661	2e-4	196	IL6	CGS001-3569	96 h	LINCSKD_1543	A375	LINCSCP_250979
0.254	3e-4	196	ARG1	CGS001-383	96 h	LINCSKD_24665	NPC	LINCSCP_250979
0.2439	6e-4	196	CD44	CGS001-960	96 h	LINCSKD_24747	NPC	LINCSCP_250979
