similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
-0.7271	2.3918e-76	457	IL6	CGS001-3569	96 h	LINCSKD_9600	HA1E	LINCSCP_25202
0.6785	6.3809e-63	457	IL2RB	CGS001-3560	96 h	LINCSKD_27670	PC3	LINCSCP_25202
-0.6732	1.2889e-61	457	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_25202
0.6714	3.4442e-61	457	TLR7	CGS001-51284	96 h	LINCSKD_6832	A549	LINCSCP_25202
0.6568	9.316e-58	457	ARG1	CGS001-383	96 h	LINCSKD_11845	HCC515	LINCSCP_25202
0.6556	1.7725e-57	457	ARG1	CGS001-383	96 h	LINCSKD_8268	HA1E	LINCSCP_25202
0.6489	5.7728e-56	457	CD83	CGS001-9308	96 h	LINCSKD_14984	HEPG2	LINCSCP_25202
0.6488	6.1145e-56	457	IL2RB	CGS001-3560	96 h	LINCSKD_23169	MCF7	LINCSCP_25202
0.6475	1.1914e-55	457	IL2	CGS001-3558	96 h	LINCSKD_1535	A375	LINCSCP_25202
-0.645	4.1658e-55	457	CTLA4	CGS001-1493	120 h	LINCSKD_30568	VCAP	LINCSCP_25202
0.6411	2.9239e-54	457	CD40	CGS001-958	96 h	LINCSKD_14212	HEKTE	LINCSCP_25202
0.6347	6.8767e-53	457	IL2	CGS001-3558	96 h	LINCSKD_5157	A549	LINCSCP_25202
0.6291	9.9584e-52	457	IL6R	CGS001-3570	96 h	LINCSKD_27674	PC3	LINCSCP_25202
-0.627	2.728e-51	457	CD44	CGS001-960	120 h	LINCSKD_30381	VCAP	LINCSCP_25202
0.6254	5.7964e-51	457	IL2	CGS001-3558	96 h	LINCSKD_9592	HA1E	LINCSCP_25202
0.6247	7.8473e-51	457	CD40	CGS001-958	96 h	LINCSKD_12028	HCC515	LINCSCP_25202
0.6228	1.8965e-50	457	TLR9	CGS001-54106	96 h	LINCSKD_11280	HA1E	LINCSCP_25202
-0.6204	5.8481e-50	457	AGTR1	CGS001-185	96 h	LINCSKD_11784	HCC515	LINCSCP_25202
0.6115	3.2901e-48	457	CD83	CGS001-9308	96 h	LINCSKD_8567	HA1E	LINCSCP_25202
0.6082	1.3952e-47	457	AGT	CGS001-183	96 h	LINCSKD_85	A375	LINCSCP_25202
0.6069	2.5491e-47	457	IL2RA	CGS001-3559	96 h	LINCSKD_27669	PC3	LINCSCP_25202
-0.5955	3.3411e-45	457	CD46	CGS001-4179	96 h	LINCSKD_490	A375	LINCSCP_25202
0.5937	7.2707e-45	457	TLR7	CGS001-51284	96 h	LINCSKD_17468	HEPG2	LINCSCP_25202
