ID_geneid	Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
6117	RPA1	0.9493	0.0883
3251	HPRT1	0.973	0.0889
10797	MTHFD2	0.9217	0.0911
6284	S100A13	0.8881	0.0932
387	RHOA	1.1986	0.0934
9851	KIAA0753	0.9054	0.0949
11041	B4GAT1	1.1734	0.0966
10730	YME1L1	5.8041	0.0977
6599	SMARCC1	0.982	0.0983
6342	SCP2	1.13	0.1015
672	BRCA1	1.1594	0.1019
142	PARP1	1.245	0.1091
26227	PHGDH	0.8646	0.1173
3480	IGF1R	1.194	0.1187
8349	HIST2H2BE	0.8522	0.1197
6390	SDHB	0.9694	0.1211
7866	IFRD2	4.5107	0.1238
1465	CSRP1	1.0134	0.1241
50810	HDGFRP3	4.5397	0.1283
5300	PIN1	1.3292	0.129
55608	ANKRD10	2.2506	0.1312
11325	DDX42	2.3485	0.1313
10057	ABCC5	0.9038	0.1342
10491	CRTAP	0.9432	0.1344
1050	CEBPA	0.86240000000000006	0.136
10813	UTP14A	1.1612	0.1363
3337	DNAJB1	0.8553	0.1365
652	BMP4	5.3902	0.1375
5467	PPARD	5.1372	0.1382
55012	PPP2R3C	0.8672	0.1412
11000	SLC27A3	1.6298	0.1444
51385	ZNF589	5.3097	0.1462
8202	NCOA3	0.9004	0.1463
9703	KIAA0100	0.9768	0.1481
8396	PIP4K2B	1.1456	0.1518
3312	HSPA8	5.0217	0.1525
1021	CDK6	4.4644	0.1543
22934	RPIA	0.8618	0.1555
56924	PAK6	5.2263	0.1557
3108	HLA-DMA	1.1443	0.1575
84890	ADO	0.9774	0.1701
2264	FGFR4	5.0916	0.1717
8321	FZD1	5.0339	0.1789
9093	DNAJA3	5.0309	0.1792
9016	SLC25A14	1.7188	0.1794
5111	PCNA	0.922	0.1803
5613	PRKX	1.0035	0.1825
1616	DAXX	4.9763	0.1862
4690	NCK1	1.2908	0.188
1662	DDX10	1.0337	0.1911
4850	CNOT4	4.3193	0.1993
9133	CCNB2	0.94	0.2107
10320	IKZF1	2.879	0.2126
3978	LIG1	1.3103	0.213
256364	EML3	0.8882	0.2186
2534	FYN	1.3032	0.2209
10174	SORBS3	4.6871	0.2253
27242	TNFRSF21	4.5975	0.2383
5498	PPOX	4.5948	0.2387
8569	MKNK1	1.0998000000000001	0.2498
2037	EPB41L2	0.8625	0.2537
7852	CXCR4	2.8254	0.2715
5357	PLS1	1.5851	0.2769
57048	PLSCR3	1.0569	0.2833
55746	NUP133	2.8764	0.3125
23097	CDK19	0.9442	0.3417
7082	TJP1	1.2719	0.3977
5255	PHKA1	0.8921	0.4331
5603	MAPK13	1.4985	0.4627
54623	PAF1	1.3339	0.5047
11151	CORO1A	1.4409	0.5747
4638	MYLK	1.9878	0.6966
55033	FKBP14	-4.3169	0.0011
5997	RGS2	-2.4496000000000002	0.0056
9552	SPAG7	-1.9141	0.0111
23149	FCHO1	-1.5412	0.0221
873	CBR1	-1.5095	0.0236
10123	ARL4C	-1.4134	0.0255
58472	SQRDL	-1.3749	0.0286
9124	PDLIM1	-1.4304	0.033
960	CD44	-1.2852	0.0337
11188	NISCH	-1.7274	0.0353
23161	SNX13	-1.7323	0.0361
10892	MALT1	-1.2553	0.0366
9143	SYNGR3	-1.2712	0.0367
94239	H2AFV	-1.2301	0.0376
9246	UBE2L6	-1.2046	0.0401
2769	GNA15	-2.7156	0.0401
2263	FGFR2	-2.7856	0.0407
4836	NMT1	-1.1681	0.0421
4232	MEST	-1.3331	0.0442
3682	ITGAE	-1.1521	0.0451
9897	KIAA0196	-1.2335	0.0464
2195	FAT1	-1.1302	0.0485
5792	PTPRF	-1.107	0.0486
4776	NFATC4	-1.853	0.0487
6253	RTN2	-1.114	0.0491
55011	PIH1D1	-1.2435	0.0508
25839	COG4	-1.6809	0.0522
7994	KAT6A	-1.3584	0.0529
9702	CEP57	-1.0748	0.0532
56940	DUSP22	-1.087	0.0532
5986	RFNG	-1.0563	0.0536
5373	PMM2	-1.1896	0.0537
57406	ABHD6	-1.1606	0.0546
23321	TRIM2	-1.2956	0.055
9670	IPO13	-1.1805	0.0577
3206	HOXA10	-1.2426	0.0578
79947	DHDDS	-1.1241	0.0579
4998	ORC1	-1.0096	0.0597
4208	MEF2C	-1.1326	0.0604
8996	NOL3	-0.9926	0.0642
2146	EZH2	-0.9834	0.0643
7015	TERT	-1.1577	0.0697
6275	S100A4	-0.968	0.0698
9854	C2CD2L	-0.9428	0.0702
831	CAST	-0.9254	0.0731
64428	NARFL	-0.9797	0.0748
6050	RNH1	-0.9397	0.0757
25976	TIPARP	-0.921	0.0762
79187	FSD1	-1.1162	0.0764
23077	MYCBP2	-0.9308	0.0765
8835	SOCS2	-1.1303	0.0766
8720	MBTPS1	-0.9016	0.0792
2048	EPHB2	-1.1098	0.0792
11044	PAPD7	-0.9091	0.0805
55893	ZNF395	-1.0175	0.0827
1398	CRK	-0.875	0.083
8446	DUSP11	-0.8744	0.0834
1070	CETN3	-0.93	0.0837
2523	FUT1	-0.9237	0.0846
2353	FOS	-0.95	0.085
10782	ZNF274	-0.8742	0.0859
26064	RAI14	-1.2642	0.0866
2886	GRB7	-0.855	0.0875
1026	CDKN1A	-0.915	0.0891
2131	EXT1	-0.8689	0.0894
388650	FAM69A	-1.1199	0.09
6832	SUPV3L1	-2.2915	0.0915
7020	TFAP2A	-0.8588	0.0987
81533	ITFG1	-1.0214	0.0988
7077	TIMP2	-0.9204	0.1
23271	CAMSAP2	-1.1751	0.1004
200734	SPRED2	-3.5128	0.1011
51026	GOLT1B	-5.7504	0.1024
1282	COL4A1	-0.9122	0.1031
6777	STAT5B	-1.0267	0.1043
55958	KLHL9	-0.8648	0.11
1786	DNMT1	-0.9959	0.1161
4931	NVL	-0.9512	0.1185
26136	TES	-4.7235	0.122
230	ALDOC	-0.856	0.1238
5909	RAP1GAP	-0.9004	0.1247
847	CAT	-1.2708	0.1291
4780	NFE2L2	-0.9544	0.1293
3486	IGFBP3	-1.82	0.1363
9641	IKBKE	-0.8866	0.1452
7016	TESK1	-1.2745	0.1453
8884	SLC5A6	-1.3143	0.1566
949	SCARB1	-0.9538	0.1588
6616	SNAP25	-0.9169	0.1612
23142	DCUN1D4	-4.4422	0.1635
5696	PSMB8	-2.0669	0.1639
25966	C2CD2	-0.9126	0.1659
3553	IL1B	-5	0.1831
26128	KIF1BP	-1.1176	0.184
9270	ITGB1BP1	-4.9758	0.1862
80347	COASY	-1.1641	0.1941
1891	ECH1	-1.2229	0.1954
7849	PAX8	-1.243	0.2004
9170	LPAR2	-1.2723	0.2005
7874	USP7	-4.3394	0.2058
11007	CCDC85B	-1.6334	0.2061
30836	DNTTIP2	-1.6349	0.2066
54733	SLC35F2	-4.8185	0.207
51742	ARID4B	-4.807	0.2086
51170	HSD17B11	-1.9327	0.2157
51719	CAB39	-2.8493	0.2269
332	BIRC5	-3.6457	0.2381
4846	NOS3	-3.6866	0.2471
10493	VAT1	-3.6347	0.252
5880	RAC2	-2.4862	0.257
10318	TNIP1	-0.983	0.2615
7048	TGFBR2	-2.8984	0.2857
30	ACAA1	-1.5938	0.2952
25793	FBXO7	-1.2178	0.2971
51382	ATP6V1D	-1.1239	0.312
1633	DCK	-2.5208	0.3267
51635	DHRS7	-2.0067	0.3614
3122	HLA-DRA	-1.5556	0.3816
79902	NUP85	-1.7768	0.3835
5583	PRKCH	-1.2443	0.4441
5438	POLR2I	-1.8294	0.7243
